Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
FR-9.5: Automated Commission Logic,KAN-121,10332,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",Affiliates SHALL earn a configurable commission (default 15%).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000sv:,,,,To Do,26/Feb/26 10:14 AM
FR-9.4: Affiliate Partner Program,KAN-120,10331,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",The system SHALL provide an 'Affiliate Program' for content partners.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000sn:,,,,To Do,26/Feb/26 10:14 AM
FR-9.3: Referee Bonus Credit,KAN-119,10330,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",Referred users SHALL receive 25 bonus Gold credits upon registration.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000sf:,,,,To Do,26/Feb/26 10:14 AM
FR-9.2: Referrer Reward Credit,KAN-118,10329,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",Referrers SHALL earn 50 Gold credits for each verified registration.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000s7:,,,,To Do,26/Feb/26 10:14 AM
FR-9.1: Invite & Earn Program,KAN-117,10328,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",The system SHALL provide an 'Invite & Earn' referral program.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000rz:,,,,To Do,26/Feb/26 10:14 AM
FR-8.5: Notification Clean-up,KAN-116,10327,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Notifications","Users SHALL be able to mark as read, delete, or configure preferences.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000rr:,,,,To Do,26/Feb/26 10:14 AM
FR-8.4: Sidebar Unread Badge,KAN-115,10326,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",Notifications SHALL display an unread badge count on the sidebar icon.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000rj:,,,,To Do,26/Feb/26 10:14 AM
FR-8.3: Transactional Emails,KAN-114,10325,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Notifications",The system SHALL send email notifications for billing and usage summaries.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000rb:,,,,To Do,26/Feb/26 10:14 AM
FR-8.2: Activity Push Notifications,KAN-113,10324,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Notifications",The system SHALL send in-app notifications for generation and billing events.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000r3:,,,,To Do,26/Feb/26 10:14 AM
FR-8.1: Notification Center Page,KAN-112,10323,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Notifications",The system SHALL provide a 'Notifications' page accessible from the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000qv:,,,,To Do,26/Feb/26 10:14 AM
FR-7.9: Webhook Event Delivery,KAN-111,10322,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide a webhook system for async completion notifications.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000qn:,,,,To Do,26/Feb/26 10:14 AM
FR-7.8: API/UI Credit Parity,KAN-110,10321,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",API usage SHALL deduct Gold credits identical to web UI usage.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000qf:,,,,To Do,26/Feb/26 10:14 AM
FR-7.7: Official SDK Samples,KAN-109,10320,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API","The system SHALL provide SDKs in JS, Python, and cURL examples.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000q7:,,,,To Do,26/Feb/26 10:14 AM
FR-7.6: Swagger Documentation,KAN-108,10319,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide interactive API documentation (OpenAPI 3.0).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000pz:,,,,To Do,26/Feb/26 10:14 AM
FR-7.5: JSON Response Schema,KAN-107,10318,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The API SHALL return responses in JSON with consistent error schemas.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000pr:,,,,To Do,26/Feb/26 10:14 AM
FR-7.4: API Tiered Rate Limiting,KAN-106,10317,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API","The API SHALL enforce rate limiting per tier (60, 200, 500 req/min).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000pj:,,,,To Do,26/Feb/26 10:14 AM
FR-7.3: API Bearer Auth,KAN-105,10316,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The API SHALL authenticate requests using API keys (Bearer tokens).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000pb:,,,,To Do,26/Feb/26 10:14 AM
FR-7.2.3: Credit Balance Endpoint,KAN-104,10315,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide GET /api/v1/credits endpoint.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000p3:,,,,To Do,26/Feb/26 10:14 AM
FR-7.2.2: Track Management Endpoints,KAN-103,10314,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide GET/DELETE /api/v1/tracks endpoints.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000ov:,,,,To Do,26/Feb/26 10:14 AM
FR-7.2.1: Music Generation Endpoint,KAN-102,10313,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide POST /api/v1/generate endpoint.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000on:,,,,To Do,26/Feb/26 10:14 AM
FR-7.1: Developer API Dashboard,KAN-101,10312,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,API",The system SHALL provide a dedicated 'API Platform' page accessible from the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000of:,,,,To Do,26/Feb/26 10:14 AM
FR-6.12: Tier Comparison Matrix,KAN-100,10311,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL provide a 'Subscribe' page with plan comparison flows.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000o7:,,,,To Do,26/Feb/26 10:14 AM
FR-6.11: Use-it-or-lose-it Rollover,KAN-99,10310,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Policy",Unused Gold credits SHALL NOT roll over to the next billing cycle.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000nz:,,,,To Do,26/Feb/26 10:14 AM
FR-6.10: One-time Gold Top-ups,KAN-98,10309,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",The system SHALL allow users to purchase additional Gold packs outside subscriptions.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000nr:,,,,To Do,26/Feb/26 10:14 AM
FR-6.9: Annual Billing Discount,KAN-97,10308,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions",The system SHALL support monthly/annual billing (annual = 20% discount).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000nj:,,,,To Do,26/Feb/26 10:14 AM
FR-6.8: Secure Payment Processing,KAN-96,10307,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions","The system SHALL process payments via Stripe (cards, PayPal).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000nb:,,,,To Do,26/Feb/26 10:14 AM
FR-6.7: Upgrade CTA Banner,KAN-95,10306,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display a 'Go Premier' banner in the sidebar for non-premium users.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000n3:,,,,To Do,26/Feb/26 10:14 AM
FR-6.6.4: Premier Tier Setup,KAN-94,10305,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions","The system SHALL provide a premier tier (49.99/mo, 5000 Gold, Priority).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000mv:,,,,To Do,26/Feb/26 10:14 AM
FR-6.6.3: Pro Tier Setup,KAN-93,10304,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions","The system SHALL provide a pro tier (24.99/mo, 2000 Gold, 10m tracks, API).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000mn:,,,,To Do,26/Feb/26 10:14 AM
FR-6.6.2: Basic Tier Setup,KAN-92,10303,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions","The system SHALL provide a basic tier (9.99/mo, 500 Gold, 5m tracks).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000mf:,,,,To Do,26/Feb/26 10:14 AM
FR-6.6.1: Free Tier Setup,KAN-91,10302,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Subscriptions","The system SHALL provide a free tier (0/mo, 50 Gold, 3m tracks).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000m7:,,,,To Do,26/Feb/26 10:14 AM
FR-6.5: Error State Refunds,KAN-90,10301,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",The system SHALL refund Gold credits if generation fails due to a system error.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000lz:,,,,To Do,26/Feb/26 10:14 AM
FR-6.4: Zero Balance Upgrade UI,KAN-89,10300,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",The system SHALL prevent generation on low balance and display upgrade prompt.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000lr:,,,,To Do,26/Feb/26 10:14 AM
FR-6.2: Global Sidebar Balance,KAN-88,10299,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display the Gold balance in the sidebar at all times.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000lj:,,,,To Do,26/Feb/26 10:14 AM
FR-6.1: Internal Currency Unit,KAN-87,10298,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",The system SHALL use 'Gold' as the internal credit currency.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000lb:,,,,To Do,26/Feb/26 10:14 AM
FR-5.10: Trash & Recovery Policy,KAN-86,10297,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",Deleted tracks SHALL be moved to Trash with 30-day auto-purge.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000l3:,,,,To Do,26/Feb/26 10:14 AM
FR-5.9: Contextual Track Actions,KAN-85,10296,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","The system SHALL provide per-track actions: play, download, edit, share, delete.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000kv:,,,,To Do,26/Feb/26 10:14 AM
FR-5.8: Playlist Organization,KAN-84,10295,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",The system SHALL support creating and managing custom Playlists.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000kn:,,,,To Do,26/Feb/26 10:14 AM
FR-5.7: Library Bulk Actions,KAN-83,10294,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","The system SHALL support batch operations for download, delete, or playlist add.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000kf:,,,,To Do,26/Feb/26 10:14 AM
FR-5.6: Library Sorting Engine,KAN-82,10293,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","The system SHALL support sorting by date created, title (A-Z), and duration.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000k7:,,,,To Do,26/Feb/26 10:14 AM
FR-5.5: Multi-Factor Filtering,KAN-81,10292,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","The system SHALL support filtering by genre, date, duration, and type.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000jz:,,,,To Do,26/Feb/26 10:14 AM
FR-5.4: Keyword Title Search,KAN-80,10291,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",The system SHALL support search of library tracks by title.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000jr:,,,,To Do,26/Feb/26 10:14 AM
